client_id,target,col1453,col2167,col2168,col2169,col2170,col2171,col2172,col2173,col2174,col2175,col2176,col2177,col2178,col2179,col2180,col2181,col2182,col2183,col2184,col2185,col2186,col2187,col2188,col2189,col2220,col2222,col2292,col2293,col2294,col2316,col2318,col2340,col2341,col2342,col2364,col2365,col2366,col2388,col2389,col2390,col2460,col2461,col2462,col2663
477,1,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12886475.28,6448237.64,6.0,6.0,6.0,127666.0,127666.0,12001880.66,12001880.66,12001880.66,4.0,4.0,4.0,94.01,94.01,94.01,1.1,1.1,1.1,0.2642535066233777
530,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10645335.16,2675583.79,6.0,6.0,6.0,234721.0,234721.0,11524801.1,11524801.1,11524801.1,2.0,2.0,2.0,49.1,49.1,49.1,0.0,0.0,0.0,0.2991161696494796
568,1,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29661403.14,4953067.19,19.0,19.0,19.0,353136.0,353136.0,28851211.2,28851211.2,28851211.2,3.0,3.0,3.0,81.7,81.7,81.7,2.2,2.2,2.2,0.2985522516747854
584,1,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14634146.08,3671036.52,13.0,4.0,6.25,212071.0,209086.75,14543829.18,13342859.04,13643101.575,3.0,3.0,3.0,68.58,64.12,65.235,2.27,2.11,2.23,0.2696145562660017
599,1,0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,11856951.08,5933475.54,13.0,13.0,13.0,154316.66,154316.66,11866951.15,11866951.15,11866951.15,3.0,3.0,3.0,76.9,76.9,76.9,3.8,3.8,3.8,0.2562613816564786
607,1,0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14523004.53,3642501.1325,22.0,-1.0,16.25,2143555.0,665584.75,13592140.8,2143555.0,10729994.35,3.0,3.0,3.0,78.6,13.25,62.2625,2.32,2.32,2.32,0.2377415179269684
760,1,0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10700359.33,3580119.77666667,20.0,20.0,20.0,206623.0,206623.0,10300156.55,10300156.55,10300156.55,2.0,2.0,2.0,49.85,49.85,49.85,0.0,0.0,0.0,0.2567183659523679
796,1,1,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9753023.27,3261007.75666667,6.0,6.0,6.0,152366.0,152366.0,8972833.74,8972833.74,8972833.74,2.0,2.0,2.0,58.89,58.89,58.89,2.09,2.09,2.09,0.2893184415919871
947,1,0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,8861630.09,4435815.045,13.0,13.0,13.0,125251.0,125251.0,8215213.09,8215213.09,8215213.09,2.0,2.0,2.0,65.59,65.59,65.59,1.64,1.64,1.64,0.2528713642091884
958,1,1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7474227.64,2504742.54666667,13.0,13.0,13.0,253990.0,253990.0,7591761.1,7591761.1,7591761.1,1.0,1.0,1.0,29.89,29.89,29.89,3.96,3.96,3.96,0.2637589842707121
1032,1,0,0.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7263071.38,2430690.46,7.0,7.0,7.0,177350.0,177350.0,6872312.5,6872312.5,6872312.5,1.0,1.0,1.0,38.75,38.75,38.75,1.64,1.64,1.64,0.2573476190144638
1035,1,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7657383.2,2559127.73333333,13.0,13.0,13.0,187742.0,187742.0,7667383.28,7667383.28,7667383.28,1.0,1.0,1.0,40.84,40.84,40.84,3.04,3.04,3.04,0.2562613816564786
1049,1,0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,15103299.64,2206761.46285714,28.0,28.0,28.0,174948.0,138201.42857143,14795352.36,300624.22,8583326.01428571,4.0,4.0,4.0,84.57,3.37,49.77,0.0,0.0,0.0,0.2560610222605129
1099,1,0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,8095210.44,4052605.22,12.0,12.0,12.0,146940.0,146940.0,8105210.4,8105210.4,8105210.4,2.0,2.0,2.0,55.16,55.16,55.16,2.0,2.0,2.0,0.2562613816564786
796,1,1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9753023.27,3261007.75666667,6.0,6.0,6.0,152366.0,152366.0,8972833.74,8972833.74,8972833.74,2.0,2.0,2.0,58.89,58.89,58.89,2.09,2.09,2.09,0.2893184415919871
1330,1,0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,12448426.67,6229213.335,22.0,22.0,22.0,165847.0,165847.0,12458426.64,12458426.64,12458426.64,3.0,3.0,3.0,75.12,75.12,75.12,2.37,2.37,2.37,0.2592073737370643
584,1,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14634146.08,3671036.52,13.0,4.0,6.25,212071.0,209086.75,14543829.18,13342859.04,13643101.575,3.0,3.0,3.0,68.58,64.12,65.235,2.27,2.11,2.23,0.2696145562660017
1407,1,0,0.0,1.0,1.0,5.0,7.0,7.0,1.0,7.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0,5.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,12632359.04,3377477.14142857,9.0,6.0,8.142857142857142,257721.0,211137.28571429,12919922.0,10525325.64,11567607.94857143,3.0,1.0,2.142857142857143,77.3,40.84,56.69142857142857,3.04,1.05,2.42,0.2567636136834121
1414,1,0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,14410141.4,2317699.54,22.0,9.0,15.5,331401.0,251013.0,14585698.4,893054.8,7047293.175,2.0,1.0,1.5,56.2,4.4,25.15,0.0,0.0,0.0,0.2562613816564786
1424,1,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7678598.1,2571866.03333333,18.0,18.0,18.0,158116.0,158116.0,8087633.4,8087633.4,8087633.4,2.0,2.0,2.0,51.15,51.15,51.15,0.0,0.0,0.0,0.2567183659523679
1494,1,0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8654833.54,2889944.51333333,19.0,19.0,19.0,159691.0,159691.0,8664833.66,8664833.66,8664833.66,2.0,2.0,2.0,54.26,54.26,54.26,0.0,0.0,0.0,0.2572174233749946
303,1,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10453996.8,3496998.93333333,27.0,27.0,27.0,161164.0,161164.0,10785094.88,10785094.88,10785094.88,3.0,3.0,3.0,66.92,66.92,66.92,0.0,0.0,0.0,0.2562613816564786
1596,1,0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7752800.39,3881400.195,16.0,16.0,16.0,216838.0,216838.0,7762800.4,7762800.4,7762800.4,1.0,1.0,1.0,35.8,35.8,35.8,1.65,1.65,1.65,0.2560610222605129
1624,1,0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7275392.7,2431797.56666667,8.0,7.0,7.333333333333333,197689.0,161469.0,9459418.65,6746474.54,7650789.24333333,2.0,2.0,2.0,47.85,47.06,47.32333333333333,1.54,1.54,1.54,0.2525659560276518
1631,1,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11183857.22,2807714.305,24.0,21.0,23.25,179190.0,178996.25,10783654.2,10737014.7,10771994.325,2.0,2.0,2.0,60.18,60.18,60.18,0.0,0.0,0.0,0.2581347578704362
449,1,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12258531.3,4088979.62166667,5.0,5.0,5.0,349106.0,340045.5,12288531.2,12213346.5,12250938.85,1.0,1.0,1.0,36.9,35.2,36.05,0.0,0.0,0.0,0.2572174233749946
475,1,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6346168.34,3178084.17,3.0,3.0,3.0,126819.0,126819.0,6356168.28,6356168.28,6356168.28,2.0,2.0,2.0,50.12,50.12,50.12,1.04,1.04,1.04,0.2574822067986071
1755,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15112725.08,2004728.65,4.0,-1.0,0.875,180333.0,124871.125,15122725.38,461633.76,5959543.1175,4.0,4.0,4.0,83.86,5.04,34.5975,1.42,1.42,1.42,0.3247130355876469
607,1,0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14523004.53,3642501.1325,22.0,-1.0,16.25,2143555.0,665584.75,13592140.8,2143555.0,10729994.35,3.0,3.0,3.0,78.6,13.25,62.2625,2.32,2.32,2.32,0.2377415179269684
1969,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15237823.1,5098274.36666667,17.0,17.0,17.0,237078.0,237078.0,15267823.2,15267823.2,15267823.2,2.0,2.0,2.0,64.4,64.4,64.4,0.0,0.0,0.0,0.2605164147217086
1984,1,0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10930557.07,3669185.69,18.0,18.0,18.0,177338.0,177338.0,9760683.52,9760683.52,9760683.52,2.0,2.0,2.0,55.04,55.04,55.04,1.99,1.99,1.99,0.2570165748042274
2013,1,0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5788351.3,2899175.65,13.0,13.0,13.0,171423.0,171423.0,5824953.54,5824953.54,5824953.54,1.0,1.0,1.0,33.98,33.98,33.98,2.01,2.01,2.01,0.2684461150551286
2037,1,0,0.0,2.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,20374152.32,6804717.44,23.0,23.0,23.0,214460.0,214460.0,19848273.0,19848273.0,19848273.0,4.0,4.0,4.0,92.55,92.55,92.55,5.3,5.3,5.3,0.2583063057396068
967,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7712449.36,3861224.68,3.0,3.0,3.0,170395.0,170395.0,8579388.25,8579388.25,8579388.25,2.0,2.0,2.0,50.35,50.35,50.35,2.95,2.95,2.95,0.2610036859087104
2141,1,0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,13691570.01,2610989.46714286,15.0,-1.0,12.714285714285714,190322.0,164782.13285714,13543354.92,620000.0,7808865.15714286,3.0,1.0,2.0,75.72,13.5,44.44714285714286,2.37,1.02,1.695,0.2567183659523679
2159,1,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8068164.67,2696054.89,8.0,5.0,6.0,291019.0,242593.66666667,8081597.63,7555982.6,7731187.61,1.0,1.0,1.0,34.6,27.77,32.32333333333333,1.87,1.4,1.55666666666667,0.2560610222605129
2173,1,0,0.0,2.0,3.0,3.0,3.0,3.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,18288719.77,3114383.43666667,8.0,-1.0,3.5,241172.0,164901.5,20330799.6,416565.7,10373682.65,3.0,3.0,3.0,84.3,4.7,44.5,0.0,0.0,0.0,0.2872873625384198
2184,1,0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9631754.24,3222918.08,27.0,27.0,27.0,158852.0,158852.0,9559713.36,9559713.36,9559713.36,2.0,2.0,2.0,60.18,60.18,60.18,0.0,0.0,0.0,0.2570165748042274
1136,1,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5328258.77,1786086.25666667,21.0,21.0,21.0,205318.0,205318.0,5174013.6,5174013.6,5174013.6,1.0,1.0,1.0,25.2,25.2,25.2,2.01,2.01,2.01,0.2671830333757545
2326,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5484440.86,1840480.28666667,16.0,16.0,16.0,163290.0,163290.0,5662897.2,5662897.2,5662897.2,1.0,1.0,1.0,34.68,34.68,34.68,0.0,0.0,0.0,0.256027620317524
2013,1,0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5788351.3,2899175.65,13.0,13.0,13.0,171423.0,171423.0,5824953.54,5824953.54,5824953.54,1.0,1.0,1.0,33.98,33.98,33.98,2.01,2.01,2.01,0.2684461150551286
51,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27582087.49,4741806.13833333,20.0,20.0,20.0,292395.0,247681.0,29414937.0,893054.8,15153995.9,4.0,4.0,4.0,100.6,4.4,52.5,0.0,0.0,0.0,0.2572174233749946
2412,1,0,0.0,0.0,1.0,3.0,8.0,8.0,0.0,8.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,6687791.48,892122.7425,23.0,-2.0,17.625,1431660.0,320674.375,7033718.72,340211.61,3767135.39375,1.0,1.0,1.0,33.32,3.37,19.58,0.0,0.0,0.0,0.2569190620677391
2422,1,0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9509332.01,2761115.502,23.0,9.0,17.4,161825.0,142435.0,9109129.25,4499995.0,7265475.55,2.0,1.0,1.6,56.29,39.7,49.654,3.05,1.2,2.31,0.2560610222605129
2461,1,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9655354.48,4832677.24,5.0,5.0,5.0,123423.0,123423.0,8995068.24,8995068.24,8995068.24,3.0,3.0,3.0,72.88,72.88,72.88,1.06,1.06,1.06,0.2597133632771154
2529,1,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15120386.75,5052462.25,31.0,31.0,31.0,185643.0,185643.0,15736957.11,15736957.11,15736957.11,4.0,4.0,4.0,84.77,84.77,84.77,0.0,0.0,0.0,0.2722998754054537
2587,1,0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10613411.1,3547803.7,4.0,4.0,4.0,225414.0,225414.0,11277462.42,11277462.42,11277462.42,2.0,2.0,2.0,50.03,50.03,50.03,1.34,1.34,1.34,0.2583063057396068
2666,1,0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8361456.48,2799485.49333333,14.0,14.0,14.0,213496.0,213496.0,7286618.48,7286618.48,7286618.48,1.0,1.0,1.0,34.13,34.13,34.13,2.05,2.05,2.05,0.2567183659523679
2667,1,0,0.0,4.0,7.0,7.0,7.0,7.0,4.0,7.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,21771721.6,3208519.13142857,17.0,17.0,17.0,525553.0,392739.57142857,21232341.2,695779.2,12117799.45714286,1.0,1.0,1.0,40.4,3.2,23.91428571428571,0.0,0.0,0.0,0.2562613816564786
1407,1,0,0.0,0.0,4.0,6.0,6.0,6.0,0.0,6.0,0.0,0.0,4.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,12632359.04,2127059.84,9.0,6.0,8.0,257721.0,209411.83333333,12919922.0,10525325.64,11636872.35666667,3.0,1.0,2.1666666666666665,77.3,40.84,57.74833333333333,3.04,1.05,2.33166666666667,0.2567636136834121
2908,1,0,0.0,0.0,3.0,4.0,4.0,8.0,0.0,8.0,0.0,0.0,1.0,2.0,2.0,4.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,19156721.38,2822600.1725,5.0,-2.0,1.375,3322080.0,1807516.625,19577674.9,3322080.0,11384358.3375,3.0,3.0,3.0,67.9,13.3,39.875,2.2,0.0,1.65,0.2560610222605129
2925,1,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6152805.31,3081402.655,2.0,2.0,2.0,216691.0,216691.0,6288372.82,6288372.82,6288372.82,1.0,1.0,1.0,29.02,29.02,29.02,1.87,1.87,1.87,0.2663189585980754
2945,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2173260.38,1452173.58666667,11.0,11.0,11.0,104000.0,104000.0,3042000.0,3042000.0,3042000.0,1.0,1.0,1.0,29.25,29.25,29.25,1.7,1.7,1.7,0.2562613816564786
2326,1,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5484440.86,1840480.28666667,16.0,16.0,16.0,163290.0,163290.0,5662897.2,5662897.2,5662897.2,1.0,1.0,1.0,34.68,34.68,34.68,0.0,0.0,0.0,0.256027620317524
2967,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5453384.73,1372596.1825,18.0,18.0,18.0,166670.0,166670.0,5746781.6,5746781.6,5746781.6,1.0,1.0,1.0,34.48,34.48,34.48,0.0,0.0,0.0,0.2593949363420971
473,1,0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9090557.45,3042519.15,29.0,29.0,29.0,132286.0,132286.0,10110618.98,10110618.98,10110618.98,3.0,3.0,3.0,76.43,76.43,76.43,0.0,0.0,0.0,0.2562613816564786
1330,1,0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,12448426.67,6229213.335,22.0,22.0,22.0,165847.0,165847.0,12458426.64,12458426.64,12458426.64,3.0,3.0,3.0,75.12,75.12,75.12,2.37,2.37,2.37,0.2592073737370643
2983,1,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7379906.69,2472302.23,6.0,6.0,6.0,134142.0,134142.0,7616582.76,7616582.76,7616582.76,2.0,2.0,2.0,56.78,56.78,56.78,0.0,0.0,0.0,0.2532157349660566
