target,col1453,col1456,col1457,col1458,col1459,col1460,col1461,col1462,col1464,col1465,col1466,col1467,col1468,col1469,col1470,col1491,col1492,col1502,col1510,col2167,col2168,col2169,col2170,col2171,col2172,col2173,col2174,col2175,col2176,col2177,col2178,col2179,col2180,col2181,col2182,col2183,col2184,col2185,col2186,col2187,col2188,col2189,col2190,col2220,col2222,col2244,col2292,col2294,col2316,col2317,col2318,col2340,col2341,col2342,col2364,col2365,col2366,col2388,col2389,col2390,col2460,col2461,col2462,col2663
0,0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,12283267.09,4104755.69666667,1842490.06,5.0,5.0,349040.0,349040.0,349040.0,12425824.0,12425824.0,12425824.0,2.0,2.0,2.0,35.6,35.6,35.6,0.0,0.0,0.0,0.3165941276008015
0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4822121.74,1614040.58,0.0,10.0,9.666666666666666,194509.0,146873.0,162751.66666667,7155986.11,4832121.7,5606743.17,1.0,1.0,1.0,36.79,32.9,34.19666666666667,1.95,1.4,1.76666666666667,0.2562613816564786
0,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,10559544.48,3529848.16,10559544.48,4.0,4.0,331550.0,331550.0,331550.0,9787356.0,9787356.0,9787356.0,1.0,1.0,1.0,29.52,29.52,29.52,1.24,1.24,1.24,0.2570165748042274
0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6801123.75,2277041.25,0.0,16.0,16.0,170220.0,170220.0,170220.0,6495595.2,6495595.2,6495595.2,1.0,1.0,1.0,38.16,38.16,38.16,1.43,1.43,1.43,0.2569190620677391
0,0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13477652.83,4504884.27666667,13326972.34,19.0,19.0,157122.0,157122.0,157122.0,12349789.2,12349789.2,12349789.2,3.0,3.0,3.0,78.6,78.6,78.6,2.32,2.32,2.32,0.2570165748042274
0,0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,8878673.87,2969891.29,8878673.87,27.0,27.0,240065.0,240065.0,240065.0,8937619.95,8937619.95,8937619.95,1.0,1.0,1.0,37.23,37.23,37.23,2.26,2.26,2.26,0.2686619005292981
0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20982746.6,5268186.65,20982746.6,9.0,7.25,317129.0,301088.0,313118.75,22547871.9,21196595.2,22210052.725,4.0,4.0,4.0,71.1,70.4,70.925,0.0,0.0,0.0,0.2572174233749946
0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,17241362.1,6194725.058,17241362.1,7.0,7.0,247036.0,247036.0,247036.0,16724337.2,16724337.2,16724337.2,3.0,3.0,3.0,67.7,67.7,67.7,1.4,1.4,1.4,0.2562613816564786
0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,7033755.3,2090158.62833333,0.0,22.0,17.0,229088.0,211904.0,220496.0,7160236.16,5773017.6,6466626.88,1.0,1.0,1.0,33.79,25.2,29.495,2.01,2.01,2.01,0.2582084737314545
0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6669552.72,2235517.57333333,0.0,27.0,27.0,190523.0,190523.0,190523.0,6908363.98,6908363.98,6908363.98,1.0,1.0,1.0,36.26,36.26,36.26,2.08,2.08,2.08,0.2562613816564786
0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3679230.62,1233076.87333333,0.0,17.0,14.333333333333334,183414.0,178341.0,181723.0,3941336.1,3882874.38,3902361.62,1.0,1.0,1.0,22.1,21.17,21.48,1.41,1.1,1.20333333333333,0.2627315481514983
0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4292385.22,1440461.74,0.0,2.0,2.0,163809.0,163809.0,163809.0,4200062.76,4200062.76,4200062.76,1.0,1.0,1.0,25.64,25.64,25.64,1.37,1.37,1.37,0.2562613816564786
0,0,0.0,0.0,0.0,1.0,7.0,0.0,13.0,0.0,0.0,0.0,1.0,7.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0,14.0,15.0,29.0,1.0,43.0,1.0,2.0,3.0,4.0,5.0,9.0,1.0,17.0,0.0,0.0,1.0,2.0,2.0,7.0,0.0,10.0,20509695.65,1528866.4844186,2624109.6,28.0,3.697674418604651,2351988.0,131217.0,967114.48837209,25189468.8,590476.5,8093369.63813953,4.0,1.0,2.3529411764705883,92.55,4.13,29.67953488372093,5.3,0.0,0.64117647058824,0.264032319451882
0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4048901.58,1361967.19333333,0.0,6.0,6.0,165285.0,165285.0,165285.0,4269311.55,4269311.55,4269311.55,1.0,1.0,1.0,25.83,25.83,25.83,0.0,0.0,0.0,0.2562613816564786
0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9452879.69,4731439.845,0.0,11.0,11.0,187942.0,187942.0,187942.0,9462879.7,9462879.7,9462879.7,2.0,2.0,2.0,50.35,50.35,50.35,2.95,2.95,2.95,0.2604301434932882
0,0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,18338703.15,6132901.05,0.0,11.0,11.0,329369.0,329369.0,329369.0,17983547.4,17983547.4,17983547.4,3.0,3.0,3.0,54.6,54.6,54.6,0.0,0.0,0.0,0.2572174233749946
0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,15372701.52,3085540.304,30000.0,6.0,4.2,275464.0,109084.0,242034.6,18125531.2,414519.2,14573235.08,3.0,2.0,2.75,65.8,3.8,53.4,1.4,0.0,0.35,0.3113277985277881
0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17034932.2,5691644.06666667,0.0,4.0,4.0,248791.0,248791.0,248791.0,17091941.7,17091941.7,17091941.7,3.0,3.0,3.0,68.7,68.7,68.7,0.0,0.0,0.0,0.2570165748042274
0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8826978.48,2955659.49333333,0.0,16.0,16.0,249060.0,249060.0,249060.0,8585098.2,8585098.2,8585098.2,1.0,1.0,1.0,34.47,34.47,34.47,0.0,0.0,0.0,0.2562613816564786
0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7176222.86,2404407.62,0.0,4.0,4.0,194960.0,194960.0,194960.0,6993215.2,6993215.2,6993215.2,1.0,1.0,1.0,35.87,35.87,35.87,2.08,2.08,2.08,0.2532157349660566
0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10610761.55,3546920.51666667,0.0,19.0,19.0,267215.0,267215.0,267215.0,10926421.35,10926421.35,10926421.35,1.0,1.0,1.0,40.89,40.89,40.89,2.73,2.73,2.73,0.2753168934537215
0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4169701.09,1396567.03,0.0,7.0,6.666666666666667,183930.0,169867.0,179242.33333333,5298151.73,4090603.2,4493119.37666667,1.0,1.0,1.0,31.19,22.24,25.22333333333333,0.9,0.88,0.88666666666667,0.2572174233749946
0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9020186.55,3016728.85,0.0,17.0,17.0,225368.0,225368.0,225368.0,7894641.04,7894641.04,7894641.04,1.0,1.0,1.0,35.03,35.03,35.03,1.4,1.4,1.4,0.2570165748042274
0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13747325.2,2357523.36,0.0,8.0,4.142857142857143,234952.0,82871.0,169774.42857143,19649035.76,416841.13,11406666.63285714,4.0,4.0,4.0,83.63,5.03,49.94428571428571,1.42,1.42,1.42,0.2562613816564786
0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4465327.12,1498109.04,0.0,6.0,6.0,194023.0,194023.0,194023.0,4264625.54,4264625.54,4264625.54,1.0,1.0,1.0,21.98,21.98,21.98,1.41,1.41,1.41,0.2562613816564786
0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22292611.87,5594902.9675,0.0,18.0,15.75,333727.0,276660.0,290926.75,22547790.0,11179854.5,19705806.125,3.0,1.0,2.5,81.5,33.5,69.5,2.2,0.0,1.65,0.2562613816564786
0,0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,19678272.92,4389186.86444444,0.0,6.0,2.6666666666666665,238314.0,79453.0,185320.66666667,20089870.2,349593.2,13506433.96666667,3.0,3.0,3.0,84.3,4.4,57.66666666666667,0.0,0.0,0.0,0.259126466731555
0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7591303.45,2542767.81666667,0.0,20.0,20.0,180997.0,180997.0,180997.0,7335808.41,7335808.41,7335808.41,1.0,1.0,1.0,40.53,40.53,40.53,2.37,2.37,2.37,0.2532157349660566
0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6807490.36,2281496.78666667,0.0,18.0,18.0,137394.0,137394.0,137394.0,6817490.28,6817490.28,6817490.28,2.0,2.0,2.0,49.62,49.62,49.62,0.0,0.0,0.0,0.2562613816564786
0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9969901.09,3342300.36333333,0.0,4.0,4.0,347129.0,347129.0,347129.0,10518008.7,10518008.7,10518008.7,1.0,1.0,1.0,30.3,30.3,30.3,0.0,0.0,0.0,0.2562613816564786
0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14052221.4,4703073.8,0.0,4.0,4.0,264037.0,264037.0,264037.0,14812475.7,14812475.7,14812475.7,2.0,2.0,2.0,56.1,56.1,56.1,0.0,0.0,0.0,0.2612477395653548
0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5091962.3,2550981.15,0.0,9.0,9.0,157655.0,157655.0,157655.0,5125364.05,5125364.05,5125364.05,1.0,1.0,1.0,32.51,32.51,32.51,1.1,1.1,1.1,0.2609089857876178
0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10614740.72,3551580.24,2314740.72,2.0,2.0,157515.0,157515.0,157515.0,9301260.75,9301260.75,9301260.75,2.0,2.0,2.0,59.05,59.05,59.05,2.09,2.09,2.09,0.2528443072925061
0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6103530.36,2057510.12,0.0,10.0,10.0,156175.0,156175.0,156175.0,6017422.75,6017422.75,6017422.75,1.0,1.0,1.0,38.53,38.53,38.53,2.29,2.29,2.29,0.2560610222605129
0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14737841.38,2467473.56333333,0.0,8.0,8.0,379638.0,379638.0,379638.0,14198461.2,14198461.2,14198461.2,1.0,1.0,1.0,37.4,37.4,37.4,0.0,0.0,0.0,0.2569190620677391
0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3916891.58,1572756.632,0.0,16.0,16.0,197295.0,197295.0,197295.0,4267490.85,4267490.85,4267490.85,1.0,1.0,1.0,21.63,21.63,21.63,0.73,0.73,0.73,0.2663412259002013
0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8761545.95,4385772.975,0.0,2.0,2.0,153288.0,153288.0,153288.0,8860046.4,8860046.4,8860046.4,2.0,2.0,2.0,57.8,57.8,57.8,1.17,1.17,1.17,0.2573476190144638
0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7391265.25,1857816.3125,0.0,10.0,10.0,288910.0,288910.0,288910.0,7552107.4,7552107.4,7552107.4,1.0,1.0,1.0,26.14,26.14,26.14,1.52,1.52,1.52,0.2562613816564786
