client_id,target,col1453,col2167,col2168,col2169,col2170,col2171,col2172,col2173,col2174,col2175,col2176,col2177,col2178,col2179,col2180,col2181,col2182,col2183,col2184,col2185,col2186,col2187,col2188,col2189,col2220,col2222,col2292,col2293,col2294,col2316,col2318,col2340,col2341,col2342,col2364,col2365,col2366,col2388,col2389,col2390,col2460,col2461,col2462,col2663
24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13618757.58,6834378.79,8.0,8.0,8.0,169153.0,169153.0,14087061.84,14087061.84,14087061.84,3.0,3.0,3.0,83.28,83.28,83.28,5.2,5.2,5.2,0.2683644078109473
25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8341214.69,2092803.6725,10.0,7.0,9.25,249597.0,219071.25,16895220.93,8784684.0,11941215.4125,2.0,1.0,1.5,67.69,40.84,54.265,3.04,1.67,2.355,0.2562613816564786
26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6981392.62,2339464.20666667,11.0,11.0,11.0,192539.0,192539.0,6885194.64,6885194.64,6885194.64,1.0,1.0,1.0,35.76,35.76,35.76,2.06,2.06,2.06,0.2556113676384911
27,0,0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18316750.5,3140760.415,4.0,-1.0,1.8571428571428568,298869.0,206298.42857143,20361944.97,535346.66,11864831.40857143,3.0,3.0,3.0,68.13,6.46,41.7,1.42,1.42,1.42,0.2569190620677391
28,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5244644.1,2627572.05,10.0,10.0,10.0,183900.0,183900.0,5520678.0,5520678.0,5520678.0,1.0,1.0,1.0,30.02,30.02,30.02,1.45,1.45,1.45,0.2562613816564786
30,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10370354.85,3469118.28333333,21.0,21.0,21.0,139581.0,139581.0,10698883.65,10698883.65,10698883.65,3.0,3.0,3.0,76.65,76.65,76.65,0.0,0.0,0.0,0.2567183659523679
31,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15954140.79,5337046.93,9.0,9.0,9.0,277621.0,277621.0,16823832.6,16823832.6,16823832.6,2.0,2.0,2.0,60.6,60.6,60.6,0.0,0.0,0.0,0.2939887692826054
32,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6393292.48,1969255.21166667,13.0,11.0,12.0,156272.0,143174.5,6533767.71,5489835.36,6011801.535,2.0,1.0,1.5,50.23,35.13,42.68,0.0,0.0,0.0,0.2562613816564786
32,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6393292.48,1969255.21166667,13.0,11.0,12.0,156272.0,143174.5,6533767.71,5489835.36,6011801.535,2.0,1.0,1.5,50.23,35.13,42.68,0.0,0.0,0.0,0.2562613816564786
33,0,0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8527501.44,2852500.48,5.0,5.0,5.0,212637.0,212637.0,6957482.64,6957482.64,6957482.64,1.0,1.0,1.0,32.72,32.72,32.72,1.95,1.95,1.95,0.2570165748042274
34,0,0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9587178.79,3209059.59666667,3.0,3.0,3.0,212848.0,212848.0,8473478.88,8473478.88,8473478.88,1.0,1.0,1.0,39.81,39.81,39.81,1.55,1.55,1.55,0.2576983466994116
35,0,0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4409879.07,2209939.535,11.0,11.0,11.0,148369.0,148369.0,4464423.21,4464423.21,4464423.21,1.0,1.0,1.0,30.09,30.09,30.09,1.7,1.7,1.7,0.2562613816564786
36,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2052028.5,1371352.33333333,2.0,2.0,2.0,105000.0,105000.0,2548350.0,2548350.0,2548350.0,1.0,1.0,1.0,24.27,24.27,24.27,1.68,1.68,1.68,0.2562613816564786
37,0,0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,14511979.96,4840659.98666667,13.0,10.0,11.5,227439.0,227439.0,14521980.15,14521980.15,14521980.15,2.0,2.0,2.0,63.85,63.85,63.85,2.55,2.55,2.55,0.2560610222605129
38,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7630164.31,3820082.155,11.0,11.0,11.0,220814.0,220814.0,7640164.4,7640164.4,7640164.4,1.0,1.0,1.0,34.6,34.6,34.6,1.4,1.4,1.4,0.2565996261339365
39,0,1,0.0,0.0,0.0,1.0,2.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,5405894.25,2392590.98888889,13.0,6.0,9.11111111111111,213048.0,211220.22222222,5639380.56,5552294.26,5590999.28222222,1.0,1.0,1.0,26.47,26.47,26.47,0.0,0.0,0.0,0.2562613816564786
42,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3387281.76,1712140.88,24.0,24.0,24.0,87600.0,87600.0,3681828.0,3681828.0,3681828.0,1.0,1.0,1.0,42.03,42.03,42.03,0.0,0.0,0.0,0.2562613816564786
43,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5448558.0,2729279.0,13.0,13.0,13.0,207313.25,207313.25,5458557.87,5458557.87,5458557.87,1.0,1.0,1.0,26.33,26.33,26.33,1.55,1.55,1.55,0.2574735476686629
44,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12647985.87,2599046.176,20.0,11.0,16.4,339971.0,286435.7,19480338.3,693936.0,13055451.48,2.0,2.0,2.0,59.2,3.2,41.64,0.0,0.0,0.0,0.2562613816564786
45,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8084489.3,4047244.65,6.0,6.0,6.0,145232.0,145232.0,8040043.52,8040043.52,8040043.52,2.0,2.0,2.0,55.36,55.36,55.36,1.28,1.28,1.28,0.2581665753739357
46,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5108218.84,2563359.42,10.0,10.0,10.0,222493.0,222493.0,8521481.9,8521481.9,8521481.9,1.0,1.0,1.0,38.3,38.3,38.3,1.1,1.1,1.1,0.2562613816564786
47,0,1,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7970564.54,2666854.84666667,8.0,8.0,8.0,151269.0,151269.0,6885764.88,6885764.88,6885764.88,2.0,2.0,2.0,45.52,45.52,45.52,1.99,1.99,1.99,0.258239748477008
48,0,1,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6725641.43,2251880.47666667,13.0,13.0,13.0,181223.0,181223.0,6984334.42,6984334.42,6984334.42,1.0,1.0,1.0,38.54,38.54,38.54,0.9,0.9,0.9,0.2551071103833721
49,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4348388.8,1461796.26666667,14.0,14.0,14.0,175675.0,175675.0,4537685.25,4537685.25,4537685.25,1.0,1.0,1.0,25.83,25.83,25.83,0.0,0.0,0.0,0.2634297521365618
50,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6521658.37,1664664.5925,23.0,11.0,14.0,214460.0,190614.5,19848273.0,6749508.7,10024199.775,4.0,1.0,1.75,92.55,36.95,50.85,5.3,2.11,2.9075,0.2605339674028874
51,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27582087.49,4741806.13833333,20.0,20.0,20.0,292395.0,247681.0,29414937.0,893054.8,15153995.9,4.0,4.0,4.0,100.6,4.4,52.5,0.0,0.0,0.0,0.2572174233749946
53,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3787050.21,1898775.105,8.0,8.0,8.0,161001.0,161001.0,4026635.01,4026635.01,4026635.01,1.0,1.0,1.0,25.01,25.01,25.01,1.2,1.2,1.2,0.2562613816564786
54,0,0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3333405.9,1671702.95,6.0,6.0,6.0,151973.0,151973.0,3343406.0,3343406.0,3343406.0,1.0,1.0,1.0,22.0,22.0,22.0,1.83,1.83,1.83,0.2562613816564786
55,0,0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,20869302.15,6976434.05,14.0,14.0,14.0,326405.0,326405.0,25394309.0,25394309.0,25394309.0,4.0,4.0,4.0,77.8,77.8,77.8,0.0,0.0,0.0,0.3200798164512687
57,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7745838.46,2733960.292,14.0,9.0,11.0,156476.0,144645.6,7856659.96,6421140.0,7282451.976,2.0,2.0,2.0,51.3,50.21,50.646,13.08,0.0,5.232,0.2570165748042274
59,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6719402.08,3364951.04,3.0,3.0,3.0,192834.0,192834.0,7144499.7,7144499.7,7144499.7,1.0,1.0,1.0,37.05,37.05,37.05,2.2,2.2,2.2,0.2562613816564786
64,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4403271.62,2206635.81,9.0,9.0,9.0,190358.0,190358.0,4140286.5,4140286.5,4140286.5,1.0,1.0,1.0,21.75,21.75,21.75,1.1,1.1,1.1,0.2567636136834121
66,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17567969.62,3113094.51714286,21.0,13.0,17.285714285714285,224324.1,135081.75714286,18888089.22,1660542.0,9273095.95142857,3.0,1.0,1.8571428571428568,84.2,23.79,53.46571428571429,2.2,1.05,1.65428571428571,0.2556113676384911
67,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9291831.18,3109610.39333333,12.0,12.0,12.0,173741.0,173741.0,8716585.97,8716585.97,8716585.97,2.0,2.0,2.0,50.17,50.17,50.17,2.13,2.13,2.13,0.2635199497628909
68,0,0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7536461.39,3773230.695,8.0,8.0,8.0,106108.0,106108.0,7860480.64,7860480.64,7860480.64,3.0,3.0,3.0,74.08,74.08,74.08,0.98,0.98,0.98,0.256437301200215
69,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3071160.0,1648703.51833333,6.0,1.0,3.083333333333333,99500.0,92458.33333333,3284495.0,3013465.0,3146769.58333333,1.0,1.0,1.0,35.92,33.01,34.09,2.4,1.3,1.96,0.2569190620677391
70,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5591968.02,2800984.01,8.0,8.0,8.0,188277.0,188277.0,5716089.72,5716089.72,5716089.72,1.0,1.0,1.0,30.36,30.36,30.36,1.87,1.87,1.87,0.2562613816564786
70,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5591968.02,2800984.01,8.0,8.0,8.0,188277.0,188277.0,5716089.72,5716089.72,5716089.72,1.0,1.0,1.0,30.36,30.36,30.36,1.87,1.87,1.87,0.2562613816564786
71,0,0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7864977.09,1977994.2725,10.0,-1.0,7.25,2014119.0,693792.795,11753182.35,2014119.0,9318416.5125,2.0,2.0,2.0,46.33,13.3,38.0725,2.26,2.26,2.26,0.2697219875066544
75,0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6080221.84,1748046.58833333,14.0,2.0,8.0,267424.0,226252.0,6415501.76,4245735.2,5330618.48,1.0,1.0,1.0,23.99,22.94,23.465,1.14,0.0,0.57,0.257688171751113
78,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9777118.41,2454029.6025,10.0,8.0,8.5,165339.0,148800.0,10300619.7,8926780.1,9270240.0,2.0,2.0,2.0,62.3,62.3,62.3,1.85,1.85,1.85,0.2615879753766928
79,0,0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6592937.02,2209979.00666667,5.0,5.0,5.0,245352.0,245352.0,6337442.16,6337442.16,6337442.16,1.0,1.0,1.0,25.83,25.83,25.83,0.0,0.0,0.0,0.2569190620677391
81,0,0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4052843.1,1360614.36666667,10.0,10.0,10.0,174242.0,174242.0,3960520.66,3960520.66,3960520.66,1.0,1.0,1.0,22.73,22.73,22.73,1.17,1.17,1.17,0.2562613816564786
82,0,0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4352179.22,1460726.40666667,11.0,11.0,11.0,188594.0,188594.0,4362179.22,4362179.22,4362179.22,1.0,1.0,1.0,23.13,23.13,23.13,1.13,1.13,1.13,0.2562613816564786
84,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6344190.68,2127063.56,6.0,6.0,6.0,182767.0,182767.0,6490056.17,6490056.17,6490056.17,1.0,1.0,1.0,35.51,35.51,35.51,2.07,2.07,2.07,0.2562613816564786
84,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6344190.68,2127063.56,6.0,6.0,6.0,182767.0,182767.0,6490056.17,6490056.17,6490056.17,1.0,1.0,1.0,35.51,35.51,35.51,2.07,2.07,2.07,0.2562613816564786
87,0,0,0.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7724881.75,1942970.4375,19.0,5.0,8.5,236540.0,178169.75,8309650.2,7972153.99,8056528.0425,2.0,1.0,1.75,50.23,35.13,46.455,0.0,0.0,0.0,0.2572174233749946
92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3640076.03,2435717.35333333,20.0,20.0,20.0,92835.4,92835.4,3640076.03,3640076.03,3640076.03,1.0,1.0,1.0,39.21,39.21,39.21,0.0,0.0,0.0,0.2562613816564786
101,0,0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3186227.6,1598113.8,6.0,6.0,6.0,156648.36,156648.36,3186227.6,3186227.6,3186227.6,1.0,1.0,1.0,20.34,20.34,20.34,1.14,1.14,1.14,0.2562613816564786
103,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8435083.7,2128520.925,13.0,13.0,13.0,150432.0,150432.0,8348976.0,8348976.0,8348976.0,2.0,2.0,2.0,55.5,55.5,55.5,1.28,1.28,1.28,0.2585078115133585
105,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8883866.0,4390402.96666667,17.0,17.0,17.0,221394.0,221394.0,17490126.0,17490126.0,17490126.0,3.0,3.0,3.0,79.0,79.0,79.0,1.4,1.4,1.4,0.2562613816564786
106,0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4915283.09,2462641.545,11.0,11.0,11.0,146368.0,146368.0,4925283.2,4925283.2,4925283.2,1.0,1.0,1.0,33.65,33.65,33.65,1.13,1.13,1.13,0.2562613816564786
110,0,0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13772296.96,2318716.16,10.0,2.0,6.0,308160.0,264619.0,13805568.0,9185790.9,11495679.45,2.0,2.0,2.0,44.8,41.55,43.175,0.0,0.0,0.0,0.2572174233749946
114,0,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8960411.69,1983292.25666667,27.0,1.0,16.333333333333332,260726.0,198809.66666667,9070657.54,286631.76,5999981.71333333,1.0,1.0,1.0,35.36,3.14,24.43,2.1,0.0,1.05,0.2596951680407721
115,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4826862.3,2418431.15,11.0,11.0,11.0,146794.0,146794.0,4836862.3,4836862.3,4836862.3,1.0,1.0,1.0,32.95,32.95,32.95,1.84,1.84,1.84,0.2569190620677391
116,0,0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10287625.11,3441541.70333333,11.0,11.0,11.0,159954.0,159954.0,9125375.7,9125375.7,9125375.7,2.0,2.0,2.0,57.05,57.05,57.05,2.0,2.0,2.0,0.2530169467321295
118,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5076964.61,2543482.305,10.0,10.0,10.0,147128.0,147128.0,4950857.2,4950857.2,4950857.2,1.0,1.0,1.0,33.65,33.65,33.65,1.13,1.13,1.13,0.2562613816564786
119,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4502115.25,1510705.08333333,14.0,14.0,14.0,200268.0,200268.0,4441944.24,4441944.24,4441944.24,1.0,1.0,1.0,22.18,22.18,22.18,1.41,1.41,1.41,0.2562613816564786
121,0,0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15229670.6,3821667.65,18.0,18.0,18.0,285607.0,285607.0,16051113.4,16051113.4,16051113.4,2.0,2.0,2.0,56.2,56.2,56.2,0.0,0.0,0.0,0.2560610222605129
